2	1	2	4	4	7	7	8	9	99	55	55	55	4
2	1	2	4	4	7	7	8	9	99	55	55	55	4
2	1	2	4	4	7	7	8	9	99	55	55	55	4
2	1	2	4	4	7	7	8	9	99	55	55	55	4
2	1	2	4	4	7	7	8	9	99	55	55	55	4
2	1	2	4	4	7	7	8	9	99	55	55	55	4
11	55	55	99	55	99	99	99	99	55	55	55	55	55
10	55	55	99	55	99	99	99	99	55	55	55	55	55
10	55	55	99	55	99	99	99	99	55	55	55	55	55
10	55	55	99	55	99	99	99	99	55	55	12	55	55
10	55	55	99	55	99	99	99	99	55	55	55	55	55
99	99	99	99	99	99	99	99	99	55	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	5	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
10	55	55	99	99	99	99	99	99	99	55	55	55	55
99	99	99	99	99	99	99	99	99	99	99	99	99	99
10	55	55	99	99	99	99	99	99	99	55	55	55	55
99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	5	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
1	1	99	99	99	99	99	99	99	99	55	55	55	55
99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99
